"","Player","Game","Team","Cmp","PassAtt","PassYds","PassTD","PassInt","Sk","YdsLost","PassLng","Rate","RushAtt","RushYds","RushTD","RushLng","Tgt","Rec","RecYds","RecTD","RecLng","Fmb","FL","FirstDPass","FirstDPassPer","IAY","IAYPerPA","CAY","CAYPerCmp","CAYPerPA","PassYAC","YACPerCmp","PassDrops","DropPer","BadThrow","BadPer","Bltz","Hrry","Hits","Prss","PrssPer","Scrm","YdsPerScr","FirstDRush","RushYBC","YBCPerAtt","RushYAC","YACPerAtt","RushBrkTkl","AttPerBr","FirstDRec","RecYBC","YBCPerR","RecYAC","YACPerR","ADOT","RecBrkTkl","RecPerBr","RecDrop","DropPerRec","RecInt","Rat"
"340","Hayden Hurst","202009200dal","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","8","5","72","1","42","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","26","5.2","46","9.2","7.5","0","","0","0.0","0","131.2"
"341","Ito Smith","202009200dal","ATL","0","0","0","0","0","0","0","0","","5","20","0","9","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","15","3.0","5","1.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Julio Jones","202009200dal","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","4","2","24","0","19","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","14","7.0","10","5.0","18.8","0","","1","25.0","0","68.7"
"343","Keith Smith","202009200dal","ATL","0","0","0","0","0","0","0","0","","1","2","0","2","2","1","1","0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.0","1","1.0","0","","0","-2","-2.0","3","3.0","1.0","0","","1","50.0","0","56.2"
"344","Matt Ryan","202009200dal","ATL","24","36","273","4","0","1","6","42","126.3","4","16","0","5","0","0","0","0","0","0","0","15","40.5","339","9.4","168","7.0","4.7","105","4.4","2","5.9%","4","11.8%","7","6","3","10","24.4%","4","4.0","1","14","3.5","2","0.5","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Michael Gallup","202009200dal","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","5","2","58","0","38","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","56","28.0","2","1.0","20.6","0","","0","0.0","0","83.7"
"346","Noah Brown","202009200dal","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","2","2","28","0","20","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","22","11.0","6","3.0","11.0","0","","0","0.0","0","118.7"
"347","Olamide Zaccheaus","202009200dal","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","10","0","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","8","8.0","2","2.0","8.0","0","","0","0.0","0","108.3"
"348","Russell Gage","202009200dal","ATL","0","1","0","0","0","0","0","0","39.6","0","0","0","0","9","6","46","1","14","0","0","0","0.0","38","38.0","0","","0.0","0","","1","100.0%","0","0.0%","1","0","0","0","0.0%","0","",NA,NA,NA,NA,NA,NA,NA,"5","29","4.8","17","2.8","6.2","0","","1","11.1","0","116.0"
"349","Todd Gurley","202009200dal","ATL","0","0","0","0","0","0","0","0","","21","61","0","8","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","34","1.6","27","1.3","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Tony Pollard","202009200dal","DAL","0","0","0","0","0","0","0","0","","2","6","0","3","1","1","3","0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","3","1.5","3","1.5","0","","","-5","-5.0","8","8.0","-5.0","0","","0","0.0","0","79.2"
"351","Allen Robinson","202009270atl","CHI","0","0","0","0","0","0","0","0","","0","0","0","0","13","10","123","1","37","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","63","6.3","60","6.0","8.2","3","3.3","0","0.0","1","99.2"
"352","Anthony Miller","202009270atl","CHI","0","0","0","0","0","0","0","0","","1","9","0","9","5","2","41","1","28","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","9","9.0","0","0.0","0","","1","35","17.5","6","3.0","20.6","0","","1","20.0","0","109.2"
"353","Brandon Powell","202009270atl","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","4","3","27","0","13","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","15","5.0","12","4.0","8.3","0","","0","0.0","0","92.7"
"354","Brian Hill","202009270atl","ATL","0","0","0","0","0","0","0","0","","9","58","1","35","3","1","22","0","22","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","49","5.4","9","1.0","0","","1","-3","-3.0","25","25.0","0.7","0","","1","33.3","0","60.4"
"355","Calvin Ridley","202009270atl","ATL","0","0","0","0","0","0","0","0","","1","7","0","7","13","5","110","0","63","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","7","7.0","0","0.0","0","","3","92","18.4","18","3.6","19.2","0","","0","0.0","1","37.3"
"356","Cordarrelle Patterson","202009270atl","CHI","0","0","0","0","0","0","0","0","","4","13","0","6","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11","2.8","2","0.5","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Darnell Mooney","202009270atl","CHI","0","0","0","0","0","0","0","0","","0","0","0","0","5","2","19","0","12","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","12","6.0","7","3.5","15.4","0","","0","0.0","0","51.2"
"358","David Montgomery","202009270atl","CHI","0","0","0","0","0","0","0","0","","14","45","0","11","3","2","9","0","6","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","21","1.5","24","1.7","2","7.0","0","0","0.0","9","4.5","9.0","1","2.0","0","0.0","0","70.1"
"359","Demetrius Harris","202009270atl","CHI","0","0","0","0","0","0","0","0","","0","0","0","0","3","3","15","0","8","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","7","2.3","8","2.7","2.3","0","","0","0.0","0","87.5"
"360","Hayden Hurst","202009270atl","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","3","1","1","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.0","0","0.0","3.7","0","","1","33.3","0","81.9"
"361","Ito Smith","202009270atl","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","2","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","1.0","0","","1","50.0","0","39.6"
"362","Javon Wims","202009270atl","CHI","0","0","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","21.0","0","","0","0.0","0","39.6"
"363","Jimmy Graham","202009270atl","CHI","0","0","0","0","0","0","0","0","","0","0","0","0","10","6","60","2","29","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","35","5.8","25","4.2","6.3","0","","0","0.0","1","77.1"
"364","Keith Smith","202009270atl","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","3","0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","3","3.0","0","0.0","3.0","0","","0","0.0","0","79.2"
"365","Luke Stocker","202009270atl","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","6","0","6","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2","2.0","4","4.0","2.0","0","","0","0.0","0","91.7"
"366","Matt Ryan","202009270atl","ATL","19","38","238","1","1","2","11","63","67.7","1","-1","0","-1","0","0","0","0","0","0","0","13","32.5","423","11.1","161","8.5","4.2","77","4.1","3","7.9%","12","31.6%","10","6","5","13","32.5%","0","","0","-1","-1.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Mitchell Trubisky","202009270atl","CHI","13","22","128","1","1","2","9","19","71.8","1","45","0","45","0","0","0","0","0","0","0","7","29.2","266","12.1","71","5.5","3.2","57","4.4","1","4.5%","5","22.7%","7","2","1","5","20.0%","1","45.0","1","40","40.0","5","5.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Nick Foles","202009270atl","CHI","16","29","188","3","1","0","0","37","95.2","3","-3","0","-1","0","0","0","0","0","0","0","7","24.1","266","9.2","93","5.8","3.2","95","5.9","1","3.7%","5","18.5%","9","1","6","7","24.1%","0","","0","-3","-1.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Olamide Zaccheaus","202009270atl","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","6","4","41","0","13","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","32","8.0","9","2.3","17.3","0","","0","0.0","0","86.1"
"370","Russell Gage","202009270atl","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","26","0","14","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","18","9.0","8","4.0","8.0","0","","0","0.0","0","93.7"
"371","Tarik Cohen","202009270atl","CHI","0","0","0","0","0","0","0","0","","2","21","0","17","6","3","20","0","20","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13","6.5","8","4.0","0","","1","-11","-3.7","31","10.3","4.0","0","","1","16.7","0","57.6"
"372","Ted Ginn Jr.","202009270atl","CHI","0","0","0","0","0","0","0","0","","0","0","0","0","3","1","29","0","29","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","23","23.0","6","6.0","32.3","0","","0","0.0","0","70.1"
"373","Todd Gurley","202009270atl","ATL","0","0","0","0","0","0","0","0","","14","80","1","16","2","1","2","0","2","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","46","3.3","34","2.4","1","14.0","0","1","1.0","1","1.0","-3.5","0","","0","0.0","0","56.2"
"374","Aaron Jones","202010050gnb","GNB","0","0","0","0","0","0","0","0","","15","71","0","23","5","5","40","1","23","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","40","2.7","31","2.1","6","2.5","2","19","3.8","21","4.2","3.8","0","","0","0.0","0","139.6"
"375","Aaron Rodgers","202010050gnb","GNB","27","33","327","4","0","1","12","29","147.5","1","5","0","5","0","0","0","0","0","0","0","17","50.0","285","8.6","154","5.7","4.7","173","6.4","0","0.0%","5","15.2%","14","3","0","4","11.4%","1","5.0","0","5","5.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","AJ Dillon","202010050gnb","GNB","0","0","0","0","0","0","0","0","","1","3","0","3","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","3","3.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","Brian Hill","202010050gnb","ATL","0","0","0","0","0","0","0","0","","4","10","0","6","2","2","13","0","9","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","1.5","4","1.0","0","","0","3","1.5","10","5.0","1.5","0","","0","0.0","0","93.7"
"378","Calvin Ridley","202010050gnb","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","5","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","19.6","0","","0","0.0","0","39.6"
"379","Christian Blake","202010050gnb","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","5","3","47","0","21","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","40","13.3","7","2.3","14.0","0","","1","20.0","0","91.2"
"380","Darrius Shepherd","202010050gnb","GNB","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","21","0","19","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","20","10.0","1","0.5","22.7","0","","0","0.0","0","86.8"
"381","Hayden Hurst","202010050gnb","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","6","4","51","0","18","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","36","9.0","15","3.8","14.8","1","4.0","0","0.0","0","93.1"
"382","Ito Smith","202010050gnb","ATL","0","0","0","0","0","0","0","0","","2","3","0","3","3","3","24","0","11","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","3","1.5","0","0.0","0","","1","1","0.3","23","7.7","0.3","0","","0","0.0","0","100.0"
"383","Jamaal Williams","202010050gnb","GNB","0","0","0","0","0","0","0","0","","8","10","0","5","8","8","95","0","29","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2","0.3","8","1.0","0","","3","21","2.6","74","9.3","2.6","2","4.0","0","0.0","0","116.1"
"384","Julio Jones","202010050gnb","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","4","4","32","0","19","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","12","3.0","20","5.0","3.0","2","2.0","0","0.0","0","100.0"
"385","Keith Smith","202010050gnb","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","4","0","4","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","0.0","4","4.0","0.0","0","","0","0.0","0","83.3"
"386","Malik Taylor","202010050gnb","GNB","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","20","0","20","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2.0","18","18.0","2.0","0","","0","0.0","0","118.7"
"387","Marquez Valdes-Scantling","202010050gnb","GNB","0","0","0","0","0","0","0","0","","0","0","0","0","8","4","45","0","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","29","7.3","16","4.0","14.9","0","","0","0.0","0","67.2"
"388","Matt Ryan","202010050gnb","ATL","28","39","285","0","0","4","36","21","92.4","2","10","0","6","0","0","0","0","0","0","0","15","34.9","369","9.5","174","6.2","4.5","111","4.0","1","2.6%","5","12.8%","7","3","3","10","22.2%","2","5.0","1","10","5.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Olamide Zaccheaus","202010050gnb","ATL","0","0","0","0","0","0","0","0","","0","0","0","0","9","8","86","0","16","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","56","7.0","30","3.8","7.2","2","4.0","0","0.0","0","106.5"
"390","Robert Tonyan","202010050gnb","GNB","0","0","0","0","0","0","0","0","","0","0","0","0","6","6","98","3","27","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","63","10.5","35","5.8","10.5","0","","0","0.0","0","158.3"
"391","Russell Gage","202010050gnb","ATL","0","0","0","0","0","0","0","0","","1","-2","0","-2","3","2","22","0","13","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-2","-2.0","0","0.0","0","","1","20","10.0","2","1.0","8.3","0","","0","0.0","0","88.2"
