"","Player","Game","Team","Cmp","PassAtt","PassYds","PassTD","PassInt","Sk","YdsLost","PassLng","Rate","RushAtt","RushYds","RushTD","RushLng","Tgt","Rec","RecYds","RecTD","RecLng","Fmb","FL","FirstDPass","FirstDPassPer","IAY","IAYPerPA","CAY","CAYPerCmp","CAYPerPA","PassYAC","YACPerCmp","PassDrops","DropPer","BadThrow","BadPer","Bltz","Hrry","Hits","Prss","PrssPer","Scrm","YdsPerScr","FirstDRush","RushYBC","YBCPerAtt","RushYAC","YACPerAtt","RushBrkTkl","AttPerBr","FirstDRec","RecYBC","YBCPerR","RecYAC","YACPerR","ADOT","RecBrkTkl","RecPerBr","RecDrop","DropPerRec","RecInt","Rat","fanPts"
"66","Matthew Stafford","202110030ram","LAR","26","41",280,2,1,"0","0","35","89.5","6",21,0,"8","0",0,0,0,"0","0",0,"13","31.7","354","8.6","173","6.7","4.2","107","4.1","1",2.4,"11",26.8,"8","2","5","7",16.3,"2","6.0","3","19","3.2","2","0.3","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3
"67","Maxx Williams","202110030ram","ARI","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",5,66,1,"25","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","19","3.8","47","9.4","3.8","0","","0","0.0","0","158.3",17.6
"68","Robert Woods","202110030ram","LAR","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",4,48,1,"18","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","38","9.5","10","2.5","10.3","0","","0","0.0","0","130.6",14.8
"69","Rondale Moore","202110030ram","ARI","0","0",0,0,0,"0","0","0","","2",9,0,"10","3",3,28,0,"16","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","7","3.5","2","1.0","0","","1","-3","-1.0","31","10.3","-1.0","0","","0","0.0","0","105.6",6.7
"70","Sony Michel","202110030ram","LAR","0","0",0,0,0,"0","0","0","","3",11,0,"9","0",0,0,0,"0","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","9","3.0","2","0.7","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9
"71","Tyler Higbee","202110030ram","LAR","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",4,36,0,"18","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","22","5.5","14","3.5","7.7","0","","0","0.0","0","82.6",7.6
"72","Van Jefferson","202110030ram","LAR","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",6,90,1,"22","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","69","11.5","21","3.5","11.5","0","","0","0.0","0","158.3",21
"73","A.J. Green","202110100crd","ARI","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,13,0,"13","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11","11.0","2","2.0","7.0","0","","0","0.0","0","70.8",2.3
"74","Brandon Aiyuk","202110100crd","SFO","0","0",0,0,0,"0","0","0","","0",0,0,"0","4",2,32,0,"26","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","17","8.5","15","7.5","6.0","0","","0","0.0","0","77.1",5.2
"75","Charlie Woerner","202110100crd","SFO","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,4,0,"4","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","3","3.0","1","1.0","3.0","0","","0","0.0","0","83.3",1.4
"76","Chase Edmonds","202110100crd","ARI","0","0",0,0,0,"0","0","0","","6",15,0,"5","4",3,19,0,"10","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","5","0.8","10","1.7","0","","0","-8","-2.7","27","9.0","-1.3","0","","1","25.0","0","84.4",4.4
"77","Christian Kirk","202110100crd","ARI","0","0",0,0,0,"0","0","0","","1",11,0,"11","5",5,39,0,"9","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","9","9.0","2","2.0","0","","1","15","3.0","24","4.8","3.0","0","","0","0.0","0","99.2",10
"78","DeAndre Hopkins","202110100crd","ARI","0","0",0,0,0,"0","0","0","","0",0,0,"0","9",6,87,1,"30","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","74","12.3","13","2.2","18.2","0","","0","0.0","0","135.0",20.7
"79","Deebo Samuel","202110100crd","SFO","0","0",0,0,0,"0","0","0","","1",13,1,"13","9",3,58,0,"26","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","7","7.0","6","6.0","1","1.0","2","38","12.7","20","6.7","8.0","0","","2","22.2","0","56.7",16.1
"80","Elijah Mitchell","202110100crd","SFO","0","0",0,0,0,"0","0","0","","9",43,0,"14","2",2,19,0,"14","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","9","1.0","34","3.8","1","9.0","1","-3","-1.5","22","11.0","-1.5","0","","0","0.0","0","106.2",8.2
"81","James Conner","202110100crd","ARI","0","0",0,0,0,"0","0","0","","10",29,1,"8","1",1,8,0,"8","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","8","0.8","21","2.1","0","","0","-1","-1.0","9","9.0","-1.0","0","","0","0.0","0","100.0",10.7
"82","Kyle Juszczyk","202110100crd","SFO","0","0",0,0,0,"0","0","0","","1",0,0,"0","4",3,35,0,"18","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0.0","0","","2","8","2.7","27","9.0","12.3","1","3.0","0","0.0","0","101.0",6.5
"83","Kyler Murray","202110100crd","ARI","22","31",239,1,0,"2","29","33","104.1","7",1,0,"10","0",0,0,0,"0","2",0,"11","33.3","218","7.0","121","5.5","3.9","118","5.4","1",3.6,"3",10.7,"6","4","1","7",21.2,"0","","1","-3","-0.4","4","0.6","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.66
"84","Maxx Williams","202110100crd","ARI","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,14,0,"14","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0.0","14","14.0","0.0","1","1.0","0","0.0","0","118.7",2.4
"85","Mohamed Sanu","202110100crd","SFO","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",2,19,0,"13","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","14","7.0","5","2.5","11.3","0","","1","33.3","0","84.0",3.9
"86","Rondale Moore","202110100crd","ARI","0","0",0,0,0,"0","0","0","","3",38,0,"26","6",5,59,0,"33","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","1.3","34","11.3","2","1.5","2","30","6.0","29","5.8","5.0","0","","0","0.0","0","107.6",14.7
"87","Ross Dwelley","202110100crd","SFO","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,25,0,"13","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","21","10.5","4","2.0","10.5","0","","0","0.0","0","118.7",4.5
"88","Travis Benjamin","202110100crd","SFO","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","20.0","0","","0","0.0","1","0.0",0
"89","Trey Lance","202110100crd","SFO","15","29",192,0,1,"2","6","26","58.4","16",89,0,"15","0",0,0,0,"0","0",0,"9","29.0","261","9.0","98","6.5","3.4","94","6.3","3",10.7,"6",21.4,"13","1","4","7",20,"4","11.3","3","50","3.1","39","2.4","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.58
"90","Trey Sermon","202110100crd","SFO","0","0",0,0,0,"0","0","0","","1",7,0,"7","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","0.0","7","7.0","1","1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7
"91","A.J. Green","202110170cle","ARI","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",5,79,1,"34","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","61","12.2","18","3.6","16.3","0","","0","0.0","0","158.3",18.9
"92","Anthony Schwartz","202110170cle","CLE","0","0",0,0,0,"0","0","0","","1",-3,0,"-3","3",2,11,0,"6","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-3","-3.0","0","0.0","0","","","11","5.5","0","0.0","6.0","0","","0","0.0","0","72.9",2.8
"93","Austin Hooper","202110170cle","CLE","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",1,4,0,"4","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2.0","2","2.0","3.3","0","","1","33.3","0","42.4",1.4
"94","Baker Mayfield","202110170cle","CLE","19","28",234,2,1,"5","23","57","102.4","3",8,0,"4","0",0,0,0,"0","2",2,"11","33.3","231","8.3","167","8.8","6.0","67","3.5","2",7.1,"3",10.7,"7","7","1","13",36.1,"3","2.7","0","8","2.7","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.16
"95","Case Keenum","202110170cle","CLE","1","3",6,0,0,"0","0","6","42.4","0",0,0,"0","0",0,0,0,"0","0",0,"","","10","3.3","0","0.0","0.0","6","6.0","0",0,"1",33.3,"1","2","0","2",66.7,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24
"96","Chase Edmonds","202110170cle","ARI","0","0",0,0,0,"0","0","0","","4",46,0,"40","4",3,4,0,"5","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","39","9.8","7","1.8","0","","0","-8","-2.7","12","4.0","-2.0","0","","0","0.0","0","77.1",8
"97","Christian Kirk","202110170cle","ARI","0","0",0,0,0,"0","0","0","","0",0,0,"0","8",5,75,1,"21","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","68","13.6","7","1.4","14.1","0","","2","25.0","0","132.8",18.5
"98","Colt McCoy","202110170cle","ARI","0","0",0,0,0,"0","0","0","","3",-3,0,"-1","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-3","-1.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3
"99","D'Ernest Johnson","202110170cle","CLE","0","0",0,0,0,"0","0","0","","1",2,0,"2","1",1,7,0,"7","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1.0","1","1.0","0","","1","6","6.0","1","1.0","6.0","0","","0","0.0","0","95.8",1.9
"100","Darrell Daniels","202110170cle","ARI","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","0.0","0","","0","0.0","0","39.6",0
"101","David Njoku","202110170cle","CLE","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,6,0,"6","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","0.0","6","6.0","3.0","1","1.0","1","50.0","0","56.2",1.6
"102","DeAndre Hopkins","202110170cle","ARI","0","0",0,0,0,"0","0","0","","0",0,0,"0","4",3,55,2,"33","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","38","12.7","17","5.7","12.3","0","","0","0.0","0","156.2",20.5
"103","Demetric Felton","202110170cle","CLE","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,14,0,"10","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-8","-4.0","22","11.0","-4.0","0","","0","0.0","0","95.8",3.4
"104","Donovan Peoples-Jones","202110170cle","CLE","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",4,101,2,"57","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","96","24.0","5","1.3","20.0","1","4.0","0","0.0","0","158.3",26.1
"105","James Conner","202110170cle","ARI","0","0",0,0,0,"0","0","0","","16",71,0,"16","1",1,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","26","1.6","45","2.8","3","5.3","0","-1","-1.0","1","1.0","-1.0","0","","0","0.0","0","79.2",8.1
"106","Johnny Stanton","202110170cle","CLE","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,6,0,"6","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2","2.0","4","4.0","2.0","0","","0","0.0","0","91.7",1.6
"107","Jonathan Ward","202110170cle","ARI","0","0",0,0,0,"0","0","0","","4",14,0,"7","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","8","2.0","6","1.5","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
"108","Kareem Hunt","202110170cle","CLE","0","0",0,0,0,"0","0","0","","14",66,0,"17","3",3,12,0,"5","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","41","2.9","25","1.8","1","14.0","0","2","0.7","10","3.3","0.7","0","","0","0.0","0","83.3",10.8
"109","Kyler Murray","202110170cle","ARI","20","30",229,4,0,"2","21","34","129.0","7",6,0,"4","0",0,0,0,"0","4",0,"11","34.4","264","8.8","153","7.7","5.1","76","3.8","2",7.1,"4",14.3,"13","7","1","10",31.3,"0","","1","5","0.7","1","0.1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.76
"110","Odell Beckham Jr.","202110170cle","CLE","0","0",0,0,0,"0","0","0","","0",0,0,"0","8",5,79,0,"25","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","56","11.2","23","4.6","10.3","1","5.0","0","0.0","0","95.3",12.9
"111","Rashard Higgins","202110170cle","CLE","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","7.7","0","","0","0.0","1","0.0",0
"112","Rondale Moore","202110170cle","ARI","0","0",0,0,0,"0","0","0","","3",10,0,"5","4",3,16,0,"10","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","5","1.7","5","1.7","1","3.0","1","-5","-1.7","21","7.0","0.0","0","","0","0.0","0","81.2",5.6
"113","A.J. Green","202110240crd","ARI","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",3,66,0,"41","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","64","21.3","2","0.7","21.3","0","","0","0.0","0","118.7",9.6
"114","Brandin Cooks","202110240crd","HOU","0","0",0,0,0,"0","0","0","","0",0,0,"0","7",5,21,0,"18","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","19","3.8","2","0.4","6.6","0","","1","14.3","0","74.1",7.1
"115","Chase Edmonds","202110240crd","ARI","0","0",0,0,0,"0","0","0","","15",81,0,"16","3",1,9,0,"9","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","51","3.4","30","2.0","2","7.5","0","-5","-5.0","14","14.0","-2.3","0","","1","33.3","0","42.4",10
"116","Christian Kirk","202110240crd","ARI","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",4,50,1,"19","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","45","11.3","5","1.3","13.0","0","","0","0.0","0","147.9",15
"117","Colt McCoy","202110240crd","ARI","0","0",0,0,0,"0","0","0","","2",-1,0,"0","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-1","-0.5","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1
"118","Danny Amendola","202110240crd","HOU","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",3,17,0,"10","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","9","3.0","8","2.7","4.0","0","","0","0.0","0","66.2",4.7
"119","David Johnson","202110240crd","HOU","0","0",0,0,0,"0","0","0","","7",25,0,"13","6",5,27,0,"10","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","21","3.0","4","0.6","1","7.0","1","18","3.6","9","1.8","3.0","0","","0","0.0","0","85.4",10.2
"120","Davis Mills","202110240crd","HOU","23","32",135,0,0,"2","17","22","79.6","0",0,0,"0","0",0,0,0,"0","1",1,"6","17.6","164","5.1","77","3.3","2.4","58","2.5","2",6.5,"4",12.9,"13","1","3","6",17.6,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"121","DeAndre Hopkins","202110240crd","ARI","0","0",0,0,0,"0","0","0","","0",0,0,"0","9",7,53,1,"15","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","43","6.1","10","1.4","8.6","0","","0","0.0","0","128.2",18.3
"122","Eno Benjamin","202110240crd","ARI","0","0",0,0,0,"0","0","0","","2",7,0,"8","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6","3.0","1","0.5","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7
"123","James Conner","202110240crd","ARI","0","0",0,0,0,"0","0","0","","10",64,1,"18","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","40","4.0","24","2.4","2","5.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4
"124","Jonathan Ward","202110240crd","ARI","0","0",0,0,0,"0","0","0","","1",7,0,"7","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","7","7.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7
"125","Jordan Akins","202110240crd","HOU","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,13,0,"8","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","7","3.5","6","3.0","3.5","0","","0","0.0","0","93.7",3.3
"126","Kyler Murray","202110240crd","ARI","20","28",261,3,1,"4","36","47","121.3","6",10,0,"7","0",0,0,0,"0","0",0,"15","46.9","260","9.3","179","9.0","6.4","82","4.1","1",3.6,"3",10.7,"1","2","0","6",17.6,"2","6.0","0","10","1.7","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.44
"127","Mark Ingram","202110240crd","HOU","0","0",0,0,0,"0","0","0","","6",9,0,"4","3",3,18,0,"10","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","8","1.3","1","0.2","0","","1","5","1.7","13","4.3","1.7","0","","0","0.0","0","91.7",5.7
"128","Nico Collins","202110240crd","HOU","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",2,28,0,"22","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","18","9.0","10","5.0","13.4","0","","1","20.0","0","58.7",4.8
"129","Pharaoh Brown","202110240crd","HOU","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",3,11,0,"5","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","1","0.3","10","3.3","0.3","0","","0","0.0","0","81.9",4.1
"130","Phillip Lindsay","202110240crd","HOU","0","0",0,0,0,"0","0","0","","2",8,0,"4","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","8","4.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"131","Rondale Moore","202110240crd","ARI","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",2,17,0,"16","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","1.0","15","7.5","-0.7","0","","0","0.0","0","81.2",3.7
"132","Zach Ertz","202110240crd","ARI","0","0",0,0,0,"0","0","0","","1",4,0,"4","5",3,66,1,"47","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","4","4.0","0","0.0","0","","3","30","10.0","36","12.0","12.6","0","","0","0.0","1","104.2",16
"133","A.J. Green","202110280crd","ARI","0","0",0,0,0,"0","0","0","","0",0,0,"0","8",5,50,0,"23","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","40","8.0","10","2.0","11.0","0","","0","0.0","1","40.6",10
"134","Aaron Jones","202110280crd","GNB","0","0",0,0,0,"0","0","0","","15",59,1,"16","11",7,51,0,"19","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","35","2.3","24","1.6","0","","1","-8","-1.1","59","8.4","3.0","0","","0","0.0","0","74.4",24
"135","Aaron Rodgers","202110280crd","GNB","22","37",184,2,0,"1","0","33","90.4","2",3,0,"4","0",0,0,0,"0","0",0,"10","26.3","165","4.5","46","2.1","1.2","138","6.3","2",5.6,"7",19.4,"9","5","3","9",23.1,"1","4.0","0","2","1.0","1","0.5","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.66
"136","AJ Dillon","202110280crd","GNB","0","0",0,0,0,"0","0","0","","16",78,0,"12","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","35","2.2","43","2.7","2","8.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
"137","Amari Rodgers","202110280crd","GNB","0","0",0,0,0,"0","0","0","","1",11,0,"11","3",1,7,0,"7","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","6.0","5","5.0","0","","0","1","1.0","6","6.0","1.3","1","1.0","1","33.3","0","42.4",2.8
"138","Antoine Wesley","202110280crd","ARI","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",1,7,0,"7","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","6.0","1","1.0","17.0","0","","0","0.0","0","42.4",1.7
"139","Chase Edmonds","202110280crd","ARI","0","0",0,0,0,"0","0","0","","7",30,1,"11","4",3,39,0,"22","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","24","3.4","6","0.9","0","","2","-1","-0.3","40","13.3","1.8","0","","0","0.0","0","105.2",15.9
